institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
Colorado State University (CSU),14 Mar 2018,Rejected,2018-03-14,Wednesday,Statistics,PhD,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",14 Mar 2018,Rejected,2018-03-14,Wednesday,Statistics,Masters,NA,NA,NA,NA
"University of California, Los Angeles",14 Mar 2018,Rejected,2018-03-14,Wednesday,Statistics,PhD,NA,NA,NA,NA
JHU (Johns Hopkins University),14 Mar 2018,Accepted,2018-03-14,Wednesday,AMS-statistics Track,Masters,NA,NA,NA,NA
Yale University,14 Mar 2018,Rejected,2018-02-14,Wednesday,A.M Statistics,Masters,3.73,156,170,4.5
Florida State Univeristy (FSU),13 Mar 2018,Accepted,2018-03-13,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
Ohio State (OSU),13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
"UCSD (University Of California, San Diego)",13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Washington (Seattle),13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
Ucla,13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
"University Of California, Los Angeles UCLA",13 Mar 2018,Rejected,2018-03-12,Monday,Statistics,PhD,3.76,155,168,5
Johns Hopkins University (JHU),13 Mar 2018,Other,2018-03-13,Tuesday,Applied Mathematics And Statistics(AMS),PhD,NA,NA,NA,NA
Illinois State University,13 Mar 2018,Accepted,2018-03-13,Tuesday,Statistics,Masters,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
"University of California, Los Angeles",13 Mar 2018,Rejected,2018-03-13,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"University of California, Los Angeles",13 Mar 2018,Rejected,2018-03-13,Tuesday,Statistics MS,Masters,NA,NA,NA,NA
"University Of California, Los Angeles (UCLA)",13 Mar 2018,Rejected,2018-03-13,Tuesday,Statistics,PhD,NA,NA,NA,NA
Illinois State Univerrsity,13 Mar 2018,Accepted,2018-03-12,Monday,Applied Statistics,Masters,NA,NA,NA,NA
University Of Texas At Dallas,13 Mar 2018,Accepted,2018-03-13,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Connecticut (UCONN),12 Mar 2018,Accepted,2018-03-12,Monday,A.M Statistics,PhD,NA,NA,NA,NA
John Hopkins,12 Mar 2018,Other,2018-03-12,Monday,Applied Matheamtics And Statistics,PhD,NA,NA,NA,NA
Colorado State University (CSU),12 Mar 2018,Rejected,2018-03-12,Monday,Statistics,PhD,3.7,170,162,4.5
Florida State Univeristy (FSU),12 Mar 2018,Accepted,2018-03-11,Sunday,Statistics,PhD,NA,NA,NA,NA
"Ohio State University (OSU), Columbus",11 Mar 2018,Accepted,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Waterloo (Canada),10 Mar 2018,Other,2018-03-10,Saturday,Statistics,PhD,NA,NA,NA,NA
University Of Waterloo,10 Mar 2018,Other,2018-03-10,Saturday,Statistics,PhD,NA,NA,NA,NA
"University Of Delaware, Newark",10 Mar 2018,Accepted,2018-03-06,Tuesday,Statistics,Masters,NA,NA,NA,NA
New York University (NYU Steinhardt),10 Mar 2018,Accepted,2018-03-10,Saturday,Applied Statistics,Masters,NA,NA,NA,NA
University Of Missouri Columbia,10 Mar 2018,Rejected,2018-03-09,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Waterloo (Canada),10 Mar 2018,Accepted,2018-03-05,Monday,Statistics,PhD,NA,NA,NA,NA
Colorado State University,9 Mar 2018,Rejected,2018-03-09,Friday,Statistics,PhD,NA,0,163,0
Colorado State University,9 Mar 2018,Rejected,2018-03-09,Friday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Washington (Seattle),9 Mar 2018,Rejected,2018-03-09,Friday,A.M Statistics,Masters,NA,NA,NA,NA
Colorado State University,9 Mar 2018,Rejected,2018-03-09,Friday,Statistics,Masters,NA,NA,NA,NA
(Arizona State University) ASU,9 Mar 2018,Accepted,2018-03-09,Friday,A.M Statistics,PhD,NA,163,168,0
University Of New Mexico (UNM),9 Mar 2018,Accepted,2018-03-09,Friday,Statistics,PhD,NA,NA,NA,NA
University Of New Mexico (UNM),9 Mar 2018,Rejected,2018-03-09,Friday,A.M Statistics,PhD,NA,NA,NA,NA
McMaster,9 Mar 2018,Accepted,2018-03-09,Friday,A.M Statistics,Masters,NA,NA,NA,NA
University Of British Columbia (UBC,9 Mar 2018,Rejected,2018-03-09,Friday,A.M Statistics,Masters,NA,NA,NA,NA
University Of British Columbia,9 Mar 2018,Other,2018-03-09,Friday,A.M Statistics,Masters,NA,NA,NA,NA
University Of British Columbia (UBC),9 Mar 2018,Rejected,2018-03-09,Friday,Statistics,Masters,NA,NA,NA,NA
University Of British Columbia (UBC),9 Mar 2018,Rejected,2018-03-08,Thursday,Statistics,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",8 Mar 2018,Wait listed,2018-03-08,Thursday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Michigan,8 Mar 2018,Accepted,2018-03-08,Thursday,A.M Statistics,PhD,NA,NA,NA,NA
(Arizona State University) ASU Tempe,8 Mar 2018,Accepted,2018-01-15,Monday,Statistics,PhD,NA,NA,NA,NA
Florida State State,8 Mar 2018,Accepted,2018-03-08,Thursday,A.M Statistics,PhD,NA,NA,NA,NA
Florida State Univeristy (FSU),8 Mar 2018,Accepted,2018-03-08,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Minnesota - Twin Cities (UMN),8 Mar 2018,Rejected,2018-03-08,Thursday,MS Statistics,Masters,NA,NA,NA,NA
"University Of California, Santa Cruz (UCSC)",8 Mar 2018,Accepted,2018-03-07,Wednesday,Statistics And Applied Math,PhD,3.44,154,169,4.5
University Of Michigan,8 Mar 2018,Wait listed,2018-03-08,Thursday,Statistics,PhD,3.6,169,153,4
Boston University,8 Mar 2018,Accepted,2018-03-07,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Virginia,8 Mar 2018,Accepted,2018-03-08,Thursday,Statistics,Masters,3.54,164,143,3
Florida State (FSU),8 Mar 2018,Accepted,2018-03-07,Wednesday,Statistics,PhD,3.81,160,167,4
George Washingon University (GWU),7 Mar 2018,Rejected,2018-03-06,Tuesday,Statistics,PhD,NA,NA,NA,NA
Columbia University,7 Mar 2018,Accepted,2018-03-07,Wednesday,A.M Statistics,Masters,3.81,158,168,0
Indiana University (Bloomington),7 Mar 2018,Rejected,2018-03-07,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of California, Santa Cruz (UCSC)",7 Mar 2018,Accepted,2018-03-07,Wednesday,Applied Math And Statistics (AMS),Masters,NA,NA,NA,NA
"University Of California, Santa Cruz (UCSC)",7 Mar 2018,Accepted,2018-03-07,Wednesday,Statistics And Applied Mathematics,Masters,3.65,163,169,4
Colorado State University,7 Mar 2018,Other,2018-03-07,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,7 Mar 2018,Rejected,2018-03-07,Wednesday,Statistics,PhD,3.76,155,168,5
"University of California, san Diego",7 Mar 2018,Rejected,2018-03-07,Wednesday,Applied Math And Statistics,Masters,NA,163,169,4
"University Of Michigan, Ann Arbor",7 Mar 2018,Wait listed,2018-03-07,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
"UCSD (University Of California, San Diego)",7 Mar 2018,Rejected,2018-03-07,Wednesday,Statistics,Masters,NA,NA,NA,NA
Iowa State University (ISU),7 Mar 2018,Wait listed,2018-03-07,Wednesday,Statistics,PhD,NA,NA,NA,NA
(University Of Virginia) UVA,7 Mar 2018,Accepted,2018-03-06,Tuesday,A.M. Statistics,Masters,NA,NA,NA,NA
University Of Maryland - College Park,7 Mar 2018,Accepted,2018-02-23,Friday,"Measurement, Statistics & Evaluation",PhD,3.49,159,170,3.5
"University Of Michigan, Ann Arbor (Umich)",7 Mar 2018,Accepted,2018-03-06,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
Ohio Sate University,7 Mar 2018,Accepted,2018-03-06,Tuesday,A.M Statistics,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",7 Mar 2018,Other,2018-03-07,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
University Of Texas Austin (UT Austin),6 Mar 2018,Rejected,2018-03-06,Tuesday,Statistics,PhD,NA,NA,NA,NA
McGill Univerisity,6 Mar 2018,Other,2018-03-06,Tuesday,Mathematics And Statistics,Masters,NA,NA,NA,NA
University Of Texas At Austin,6 Mar 2018,Rejected,2018-03-06,Tuesday,Statistics,PhD,NA,NA,NA,NA
Carnegie Mellon Univeristy (CMU),6 Mar 2018,Accepted,2018-03-06,Tuesday,MSP Statistics,Masters,3.81,165,161,5
"McGill University (Montreal, Canada)",6 Mar 2018,Accepted,2018-02-27,Tuesday,Mathematics And Statistics,Masters,NA,NA,NA,NA
University Of Texas At Austin,6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",6 Mar 2018,Accepted,2018-03-06,Tuesday,Applied Statistics,Masters,3.44,169,152,3.5
"University Of Michigan, Ann Arbor (Umich)",6 Mar 2018,Accepted,2018-03-06,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",6 Mar 2018,Accepted,2018-03-06,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
Columbia University,6 Mar 2018,Rejected,2018-03-02,Friday,A.M Statistics,PhD,3.8,166,166,0
University Of Texas At Austin (UT Austin),6 Mar 2018,Rejected,2018-03-06,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Texas At Austin (UT Austin),6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
Virginia Polytechnic And State University (Virginia Tech),6 Mar 2018,Accepted,2018-02-28,Wednesday,Statistics,PhD,3.96,158,167,5
Columbia University,6 Mar 2018,Wait listed,2018-03-06,Tuesday,Statistics,PhD,3.99,166,167,5
Columbia Uniersity,6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,Masters,3.6,161,170,4
University Of Texas At Austin (UT Austin),6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,PhD,3.85,155,169,4
University Of Texas At Austin,6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",6 Mar 2018,Accepted,2018-03-06,Tuesday,Applied Statistics,Masters,3.98,159,170,4.5
University Of Texas At Austin,6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Texas At Austin (UT Austin),6 Mar 2018,Rejected,2018-03-06,Tuesday,Statistics,PhD,3.4,159,160,4.5
"University Of Michigan, Ann Arbor",6 Mar 2018,Accepted,2018-03-06,Tuesday,Master Of Applied Statistics,Masters,NA,NA,NA,NA
University Of Texas At Austin (UT Austin),6 Mar 2018,Rejected,2018-03-06,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",6 Mar 2018,Other,2018-03-06,Tuesday,Statistics,Masters,NA,NA,NA,NA
Michigan Ann Arbor,6 Mar 2018,Accepted,2018-03-06,Tuesday,A.M Statistics,Masters,3.9,160,164,4
"University Of Michigan, Ann Arbor",6 Mar 2018,Accepted,2018-03-05,Monday,Applied Statistics,Masters,3.83,159,170,4.5
UC Riverside,6 Mar 2018,Accepted,2018-02-17,Saturday,Applied Statistics,PhD,3.47,76,83,4.5
University Of Massachusetts Amherst (UMass),6 Mar 2018,Accepted,2018-02-23,Friday,A.M Statistics,PhD,3.51,150,170,3.5
"University Of Michigan, Ann Arbor (Umich)",6 Mar 2018,Accepted,2018-03-06,Tuesday,Applied Statistics,Masters,3.66,146,170,3.5
University Of Massachusetts Amherst (UMass),5 Mar 2018,Wait listed,2018-03-03,Saturday,Statistics,Masters,3.95,160,166,4.5
University Of Ilorin,5 Mar 2018,Other,2018-03-05,Monday,Statistics,Masters,NA,NA,NA,NA
University Of Wisconsin - Madison,5 Mar 2018,Accepted,2018-03-05,Monday,A.M Statistics,Masters,3.49,170,166,4
Baylor University,5 Mar 2018,Accepted,2018-02-14,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Colorado State University,5 Mar 2018,Other,2018-03-05,Monday,Statistics,PhD,3.61,162,158,4.5
Michigan State University (MSU),5 Mar 2018,Accepted,2018-03-04,Sunday,A.M Statistics,PhD,NA,NA,NA,NA
Michigan State University MSU,5 Mar 2018,Accepted,2018-03-05,Monday,A.M Statistics,PhD,NA,NA,NA,NA
University Of British Columbia,5 Mar 2018,Other,2018-02-28,Wednesday,Statistics,Masters,NA,NA,NA,NA
Rice University,4 Mar 2018,Accepted,2018-02-26,Monday,Statistics,Masters,3.93,160,166,3
Notre Dame,4 Mar 2018,Other,2018-03-04,Sunday,Applied And Computational Mathematics And Statistics (ACMS),PhD,NA,NA,NA,NA
Notre Dame University,4 Mar 2018,Other,2018-03-04,Sunday,Applied And Computational Mathematics And Statistics (ACMS),PhD,NA,NA,NA,NA
Boston University,4 Mar 2018,Other,2018-03-04,Sunday,A.M Statistics,PhD,NA,NA,NA,NA
Columbia University,4 Mar 2018,Rejected,2018-03-04,Sunday,Statistics,PhD,NA,NA,NA,NA
University Of Washington (Seattle),4 Mar 2018,Accepted,2018-02-22,Thursday,Education-Statistics & Measurement,Masters,3.7,153,170,4
University Of Pennsylvania,4 Mar 2018,Accepted,2018-03-01,Thursday,"Statistics, Measurement, Assessment And Research Technology(SMART)",Masters,3.7,153,170,4
"California, Santa Barbara (UCSB)",3 Mar 2018,Accepted,2018-03-01,Thursday,Statistics And Applied Probability,PhD,NA,NA,NA,NA
Stanford,3 Mar 2018,Rejected,2018-03-02,Friday,Statistics (data Science),Masters,NA,169,160,4
Washington State University (pullman),3 Mar 2018,Accepted,2018-02-08,Thursday,Mathematics And Statistics,PhD,NA,NA,NA,NA
Stanford University,3 Mar 2018,Rejected,2018-03-03,Saturday,Statistics,Masters,NA,NA,NA,NA
Stanford University,3 Mar 2018,Rejected,2018-03-03,Saturday,A.M Statistics,Masters,NA,161,170,5
"University Of Michigan, Ann Arbor",3 Mar 2018,Rejected,2018-03-02,Friday,Applied Statistics,Masters,NA,NA,NA,NA
Columbia University,3 Mar 2018,Rejected,2018-03-03,Saturday,Statistics,PhD,NA,NA,NA,NA
Columbia University,3 Mar 2018,Rejected,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
UC - Santa Barbara (UCSB),3 Mar 2018,Accepted,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
Stanford University,3 Mar 2018,Accepted,2018-03-03,Saturday,Statistics,Masters,NA,NA,NA,NA
UCD (Davis),3 Mar 2018,Accepted,2018-03-02,Friday,A.M Statistics,PhD,4,170,160,30
University Of Michigan,3 Mar 2018,Rejected,2018-03-03,Saturday,Applied Statistics,Masters,NA,161,170,5
University Of Michigan,3 Mar 2018,Rejected,2018-03-03,Saturday,Applied Statistics,Masters,NA,161,170,5
Columbia Univerisity,3 Mar 2018,Rejected,2018-03-03,Saturday,Statistics,PhD,3.81,160,167,4
Colorado State University (CSU),3 Mar 2018,Other,2018-02-08,Thursday,Statistics,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Rejected,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Rejected,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia,2 Mar 2018,Wait listed,2018-03-02,Friday,A.M. Statistics,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Rejected,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Rejected,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Rejected,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Rejected,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia University (GSAS),2 Mar 2018,Rejected,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
Wake Forest,2 Mar 2018,Accepted,2018-03-02,Friday,Mathematics And Statistics,Masters,4,164,163,4
University Of Michigan,2 Mar 2018,Rejected,2018-03-02,Friday,Applied Statistics,Masters,3.01,167,170,6
University Of New Mexico (UNM),2 Mar 2018,Other,2018-03-01,Thursday,Statistics,PhD,NA,NA,NA,NA
Bowling Green State (BGSU),2 Mar 2018,Accepted,2018-02-26,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Pittsburgh,2 Mar 2018,Wait listed,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
"Ohio State Uiversity (OSU), Columbus",2 Mar 2018,Other,2018-03-02,Friday,Statistics,PhD,NA,NA,NA,NA
"Ohio State Uiversity (OSU), Columbus",2 Mar 2018,Other,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
(SUNY) Stony Brook,2 Mar 2018,Accepted,2018-02-22,Thursday,AMS-statistics Track,PhD,NA,NA,NA,NA
University Of Texas At Austin (UT Austin),2 Mar 2018,Other,2018-03-02,Friday,A.M Statistics,PhD,NA,NA,NA,NA
Iowa State University (ISU),2 Mar 2018,Accepted,2018-03-02,Friday,Statistics,PhD,3.88,162,158,5
University Of Chicago,2 Mar 2018,Other,2018-03-02,Friday,A.M Statistics,Masters,NA,NA,NA,NA
State University New York (SUNY) Stony Brook,1 Mar 2018,Rejected,2018-03-01,Thursday,Applied Mathematics And Statistics (AMS),PhD,NA,NA,NA,NA
"University Of California, Berkeley",1 Mar 2018,Accepted,2018-02-28,Wednesday,Statistics,Masters,4,151,166,3.5
University Of Washington (Seattle),1 Mar 2018,Accepted,2018-02-20,Tuesday,Statistics,Masters,4,151,166,3.5
University Of Rhode Island (URI),1 Mar 2018,Other,2018-03-01,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of Wisconsin - Madison,1 Mar 2018,Accepted,2018-03-01,Thursday,Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",1 Mar 2018,Accepted,2018-02-20,Tuesday,Statistics,PhD,3.3,163,158,4
Southern Methodist University ( SMU ),1 Mar 2018,Rejected,2018-03-01,Thursday,Applied Statistics And Data Analytics (MASDA),Masters,NA,NA,NA,NA
Washington University In St. Louis (WashU/WUSTL),1 Mar 2018,Rejected,2018-03-01,Thursday,Statistics & Data Analytics,Masters,NA,NA,NA,NA
"Ohio State Uiversity (OSU), Columbus",1 Mar 2018,Accepted,2018-02-28,Wednesday,Statistics,PhD,NA,NA,NA,NA
(UGA) University Of Georgia,1 Mar 2018,Other,2018-03-01,Thursday,Statistics,PhD,NA,NA,NA,NA
Iowa State University (ISU),1 Mar 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Michigan State University (MSU),1 Mar 2018,Other,2018-03-01,Thursday,A.M. Statistics,PhD,NA,NA,NA,NA
Baylor University,1 Mar 2018,Rejected,2018-02-28,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin - Madison,1 Mar 2018,Other,2018-03-01,Thursday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley,28 Feb 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
Iowa State University (ISU),28 Feb 2018,Wait listed,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of California, Berkeley",28 Feb 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,Masters,3.97,157,167,4
UC Berkeley,28 Feb 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,Masters,3.98,159,170,4.5
Georgia State (GSU),28 Feb 2018,Accepted,2018-02-20,Tuesday,AMS-statistics Track,Masters,NA,NA,NA,NA
Duke University,28 Feb 2018,Rejected,2018-02-23,Friday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
New York Univeristy (NYU),28 Feb 2018,Rejected,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Northwestern,28 Feb 2018,Rejected,2018-02-28,Wednesday,Statistics,PhD,NA,NA,NA,NA
TAMU (Texas A&M Univercity),28 Feb 2018,Rejected,2018-02-28,Wednesday,Statistics,PhD,NA,NA,NA,NA
Iowa State University,28 Feb 2018,Accepted,2018-02-27,Tuesday,Statistics,PhD,3.97,166,164,4
Iowa State University (ISU),28 Feb 2018,Other,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Iowa State,28 Feb 2018,Accepted,2018-02-27,Tuesday,Statistics,PhD,3.9,166,170,5
"(University Of California, Los Angeles (UCLA)",28 Feb 2018,Accepted,2018-02-28,Wednesday,Statistics,PhD,NA,NA,NA,NA
Cambridge University (UK),28 Feb 2018,Accepted,2018-02-28,Wednesday,MASt Mathematical Statistics Part III Of Tripos,Masters,NA,NA,NA,NA
New York University (NYU Stern),28 Feb 2018,Other,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Purdue Univeristy,28 Feb 2018,Accepted,2018-02-28,Wednesday,Statistics,PhD,NA,NA,NA,NA
Cambridge University (UK),28 Feb 2018,Other,2018-02-28,Wednesday,MASt Mathematical Statistics Part III Of Tripos,Masters,NA,NA,NA,NA
Iowa State University,28 Feb 2018,Other,2018-02-28,Wednesday,A.M. Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",28 Feb 2018,Other,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Columbia University,28 Feb 2018,Accepted,2018-02-24,Saturday,Statistics,Masters,NA,NA,NA,NA
Iowa State University,28 Feb 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,PhD,3.49,170,166,4
Columbia University,28 Feb 2018,Accepted,2018-02-26,Monday,Statistics,PhD,4,158,170,4
Iowa State University (ISU),28 Feb 2018,Accepted,2018-02-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
Purdue University,28 Feb 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Purdue University,28 Feb 2018,Accepted,2018-02-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
(SUNY) Stony Brook,28 Feb 2018,Accepted,2018-02-21,Wednesday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Ohio State (OSU),28 Feb 2018,Accepted,2018-02-25,Sunday,Statistics,Masters,NA,NA,NA,NA
Iowa State University,27 Feb 2018,Accepted,2018-02-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
Iowa State Uniisity,27 Feb 2018,Accepted,2018-02-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
Duke University,27 Feb 2018,Wait listed,2018-02-27,Tuesday,Statistics,Masters,NA,NA,NA,NA
Purdue University West Lafayette,27 Feb 2018,Accepted,2018-02-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of British Columbia (UBC),27 Feb 2018,Other,2018-02-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania (U Penn),27 Feb 2018,Rejected,2018-02-23,Friday,Statistics,PhD,3.8,166,166,4
"(University Of California, Los Angeles (UCLA)",27 Feb 2018,Other,2018-02-26,Monday,A.M. Statistics,PhD,NA,NA,NA,NA
TAMU,27 Feb 2018,Rejected,2018-02-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,27 Feb 2018,Wait listed,2018-02-16,Friday,A.M Statistics,Masters,3.97,157,167,4
Yale University,27 Feb 2018,Rejected,2018-01-26,Friday,A.M Statistics,Masters,3.97,157,167,4
Columbia University,27 Feb 2018,Accepted,2018-01-26,Friday,A.M Statistics,Masters,3.97,157,167,4
"University Of Michigan, Ann Arbor",27 Feb 2018,Other,2018-02-27,Tuesday,Statistics,Masters,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",27 Feb 2018,Other,2018-02-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
TAMU (Texas A&M Univercity),27 Feb 2018,Rejected,2018-02-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",27 Feb 2018,Other,2018-02-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of California, Los Angeles (UCLA)",27 Feb 2018,Other,2018-02-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
