institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
Johns Hopkins (JHU) (Arts And Sciences),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Johns Hopkins (JHU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of South Florida,1 Mar 2012,Accepted,2012-03-01,Thursday,English Literature,PhD,NA,NA,NA,NA
Johns Hopkins (JHU) (Arts And Sciences),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of South Florida,1 Mar 2012,Accepted,2012-03-01,Thursday,English Literature,Masters,NA,NA,NA,NA
NC State University,1 Mar 2012,Accepted,2012-03-01,Thursday,English Linguistics,Masters,3.39,162,155,5.5
Johns Hopkins,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of South Florida,1 Mar 2012,Accepted,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
John Hopkins University,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
CUNY - Graduate Center,1 Mar 2012,Rejected,2012-02-10,Friday,English,PhD,4,670,650,5
University Of Massachusettchusetts - Amherst,1 Mar 2012,Rejected,2012-02-17,Friday,English,PhD,4,670,650,5
Johns Hopkins (JHU) (Arts And Sciences),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of South Florida,1 Mar 2012,Accepted,2012-03-01,Thursday,English,PhD,4,670,650,5
Florida State University (FSU),1 Mar 2012,Accepted,2012-02-28,Tuesday,English,PhD,4,670,650,5
University Of Florida (Gainesville),1 Mar 2012,Other,2012-03-01,Thursday,English Literature,PhD,3.98,590,580,5.5
University Of Toronto,1 Mar 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Eastern Michigan University,1 Mar 2012,Accepted,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
Purdue University West Lafayette,1 Mar 2012,Rejected,2012-03-01,Thursday,English--Creative Writing (Fiction),Other,NA,NA,NA,NA
University Of Toronto,1 Mar 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of Missouri - Columbia,1 Mar 2012,Wait listed,2012-02-29,Wednesday,English (Creative Writing - Poetry),PhD,NA,NA,NA,NA
"University Of Tennessee, Knoxville (UTK)",1 Mar 2012,Accepted,2012-02-29,Wednesday,English,Masters,NA,NA,NA,NA
University Of Texas (Austin),1 Mar 2012,Rejected,2012-02-29,Wednesday,English,Masters,3.65,162,161,4.5
University Of Missouri-Columbia,1 Mar 2012,Wait listed,2012-02-29,Wednesday,English Creative Writing (Poetry),Masters,3.89,610,670,4.5
Columbia University (GSAS),1 Mar 2012,Rejected,2012-02-28,Tuesday,English And Comparative Literature,PhD,3.95,730,630,4.5
University Of Minnesota - Twin Cities,29 Feb 2012,Rejected,2012-02-12,Sunday,English,PhD,3.5,0,0,4.5
University Of Missouri - Columbia,29 Feb 2012,Wait listed,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Ohio State University,29 Feb 2012,Accepted,2012-02-28,Tuesday,English,PhD,4,650,690,5
University Of Pennsylvania,29 Feb 2012,Rejected,2012-02-29,Wednesday,Ed.M. In English Education,PhD,NA,NA,NA,NA
Southern Methodist University (SMU),29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Syracuse University,29 Feb 2012,Rejected,2012-02-23,Thursday,English,PhD,NA,NA,NA,NA
SUNY Buffalo,29 Feb 2012,Rejected,2012-02-02,Thursday,English,PhD,NA,NA,NA,NA
University Of Rochester,29 Feb 2012,Wait listed,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Case Western Reserve University,29 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Villanova University,29 Feb 2012,Accepted,2012-02-29,Wednesday,English,Masters,NA,NA,NA,NA
UC Santa Cruz (UCSC),29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,3.92,161,154,5.5
University Of Texas (Austin),29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,4,170,156,6
Southern Illinois University - Carbondale,29 Feb 2012,Accepted,2012-01-24,Tuesday,English,PhD,NA,NA,NA,NA
"Boston College, Graduate School Of Arts & Sciences",29 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
DePaul University,29 Feb 2012,Accepted,2012-02-14,Tuesday,English,Masters,3.67,162,0,0
Columbia (GSAS),29 Feb 2012,Rejected,2012-02-29,Wednesday,English & Comparative Literature,Masters,3.67,162,0,0
UC Santa Cruz,29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of California - Santa Cruz,29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of North Carolina At Chapel Hill (UNC),29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Boston College,29 Feb 2012,Accepted,2012-02-29,Wednesday,English,Masters,NA,NA,NA,NA
Florida State University (FSU),29 Feb 2012,Accepted,2012-02-28,Tuesday,English,Masters,3.77,158,163,4
U Of Colorado At Boulder,29 Feb 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,29 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Case West Reverse University (CWRU),29 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Southern Methodist University,29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of Southern Mississippi,29 Feb 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
"University Of Colorado, Boulder",29 Feb 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
"University Of Colorado, Boulder",29 Feb 2012,Accepted,2012-02-29,Wednesday,Ed.M. In English Education,PhD,NA,NA,NA,NA
Illinois State University,29 Feb 2012,Accepted,2012-02-29,Wednesday,English (Comp & Rhet),Masters,NA,NA,NA,NA
University Of Pennsylvania,29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of Texas (Austin),29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Boston College,29 Feb 2012,Rejected,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
"University Of Colorado, Boulder",29 Feb 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
University Of Colorado Boulder,29 Feb 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Ohio State University (OSU),28 Feb 2012,Wait listed,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
UC Irvine (UCI),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.89,700,610,5
University Of Iowa,28 Feb 2012,Accepted,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
"University Of Texas, Austin",28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
UC Irvine (UCI),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.92,161,154,5.5
University Of Texas (Austin),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Princeton Univeristy,28 Feb 2012,Wait listed,2012-02-24,Friday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,163,151,4.5
Florida State University,28 Feb 2012,Accepted,2012-02-28,Tuesday,English,Masters,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of California - Irvine (UCI),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of California Irvine (UC Irvine),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Ohio State University (OSU),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.72,680,650,6
George Washington University,28 Feb 2012,Wait listed,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Indiana University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,28 Feb 2012,Accepted,2012-02-26,Sunday,English,PhD,NA,NA,NA,NA
"University Of California, Irvine",28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennslyvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Florida State University (FSU),28 Feb 2012,Accepted,2012-02-28,Tuesday,English,PhD,4,650,510,5
University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.81,170,157,5.5
"Univ Of Mich, Ann Arbor",28 Feb 2012,Rejected,2012-02-27,Monday,English Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Pennslyvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.55,163,155,5
Florida State University (FSU),28 Feb 2012,Accepted,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,4,170,156,6
University Of Pennslyvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Indiana University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennslyvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.96,650,700,4
University Of Pennslyvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Miami University Of Ohio,28 Feb 2012,Accepted,2012-02-28,Tuesday,English Literature,PhD,NA,NA,NA,NA
University Of Pennslyvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Louisville,28 Feb 2012,Other,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
University Of Rochester,28 Feb 2012,Wait listed,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Florida State University (FSU),28 Feb 2012,Accepted,2012-02-28,Tuesday,English,Masters,NA,NA,NA,NA
University Of Georgia (UGA),28 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Alabama (Tuscaloosa),28 Feb 2012,Wait listed,2012-02-28,Tuesday,English,PhD,3.85,660,680,4.5
UC Irvine (UCI),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.77,710,720,5.5
Brandeis University,28 Feb 2012,Accepted,2012-02-21,Tuesday,MAT Secondary English Education,Masters,3.18,167,149,4.5
UC Irvine,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of California - Irvine,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers (State University Of New Jersey) New Brunswick,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.89,700,610,5
Purdue University,28 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Iowa,28 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Texas Austin,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers (State University Of New Jersey) New Brunswick,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers (State University Of New Jersey) New Brunswick,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Case Western Reserve University,28 Feb 2012,Accepted,2012-02-27,Monday,English (Composition & Rhetoric) (WHiT),PhD,NA,NA,NA,NA
Univerisity Of Texas Austin,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Cambridge,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Tufts,28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,3.7,710,600,5.5
Case Western Reserve University,28 Feb 2012,Accepted,2012-02-27,Monday,English (WHiT),PhD,NA,NA,NA,NA
Tufts,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Texas Austin,28 Feb 2012,Rejected,2012-02-28,Tuesday,English (Composition And Rhetoric),PhD,NA,NA,NA,NA
Rutgers - New Brunswick,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Stanford,28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Rutgers (State University Of New Jersey),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Stanford,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.98,163,162,5.5
Columbia (GSAS),28 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
Leland Stanford Junior University,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,28 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Wake Forest University,28 Feb 2012,Accepted,2012-02-28,Tuesday,English,Masters,NA,NA,NA,NA
Tufts University,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,3.9,165,144,6
Univ. Of Illinois Chicago,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Delaware,28 Feb 2012,Accepted,2012-02-07,Tuesday,English,Masters,NA,NA,NA,NA
University Of Southern Mississippi,28 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,3.96,166,152,5.5
Columbia (GSAS),28 Feb 2012,Rejected,2012-02-28,Tuesday,English & Comparative Literature,PhD,NA,164,165,0
Notre Dame,28 Feb 2012,Wait listed,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Arizona,28 Feb 2012,Accepted,2012-02-28,Tuesday,"RCTE (Rhetoric, Composition, And Teaching Of English)",PhD,NA,NA,NA,NA
University Of North Carolina At Chapel Hill (UNC),28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Case West Reverse University (CWRU),28 Feb 2012,Accepted,2012-02-27,Monday,English (Writing History And Theory),PhD,NA,NA,NA,NA
Columbia University,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of North Texas,28 Feb 2012,Accepted,2012-02-28,Tuesday,English With A Focus In Creative Writing,PhD,NA,NA,NA,NA
Miami University (Ohio),28 Feb 2012,Accepted,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Nebraska-Lincoln,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Maryland - College Park,28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Cornell,28 Feb 2012,Accepted,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Illinois - Chicago (UIC),28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Washington University in St. Louis (WashU/WUSTL),28 Feb 2012,Rejected,2012-02-23,Thursday,English,PhD,NA,NA,NA,NA
"Michigan, Ann Arbor",28 Feb 2012,Rejected,2012-02-24,Friday,English,PhD,NA,NA,NA,NA
Emory Universitys Laney Graduate School,28 Feb 2012,Wait listed,2012-02-09,Thursday,English,PhD,NA,NA,NA,NA
University Of California Irvine (UC Irvine),28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Boston College,28 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
Arizona,28 Feb 2012,Accepted,2012-02-28,Tuesday,"RCTE (Rhetoric, Composition, And Teaching Of English)",PhD,NA,NA,NA,NA
Stanford Univeristy,28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,3.78,163,150,4.5
Stanford,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Nebraska-Lincoln,28 Feb 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
Columbia (GSAS),28 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
Cornell,27 Feb 2012,Accepted,2012-02-27,Monday,English Literature,PhD,3.9,800,730,4.5
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Nebraska-Lincoln,27 Feb 2012,Rejected,2012-02-27,Monday,English Creative Writing & Lit. (Fiction),PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of North Carolina - Chapel Hill,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
University Of North Carolina At Chapel Hill (UNC),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English Language & Literature,PhD,3.9,770,750,5
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,3.77,740,780,5
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
University Of California Irvine (UC Irvine),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Nebraska-Lincoln,27 Feb 2012,Rejected,2012-02-27,Monday,English (Creative Writing: Fiction),PhD,NA,NA,NA,NA
University Of Nebraska-Lincoln,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Wake Forest University,27 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English And Comparative Literature,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Nebraska-Lincoln,27 Feb 2012,Rejected,2012-02-27,Monday,English (Composition & Rhetoric),PhD,NA,162,155,5
Columbia University,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,4,170,156,6
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,3.92,161,154,5.5
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Columbia University (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
Columbia (GSAS),27 Feb 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,NA,NA,NA,NA
Cornell University,27 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,3.93,780,790,5
University Of Pennsylvania (UPenn),27 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,3.93,780,790,5
Cornell,27 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Cornell University,27 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,3.8,170,161,4.5
University Of Nebraska - Lincoln,27 Feb 2012,Rejected,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
Wake Forest University,27 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
"Minnesota, Twin Cities",27 Feb 2012,Wait listed,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
City University Of New York (CUNY) Graduate Center,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Georgia (UGA),27 Feb 2012,Wait listed,2012-02-27,Monday,English Creative Writing (Poetry),PhD,NA,NA,NA,NA
Wake Forest University,27 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
University Of Texas Austin,27 Feb 2012,Rejected,2012-02-24,Friday,English,PhD,NA,NA,NA,NA
University Of Texas At Austin,27 Feb 2012,Rejected,2012-02-27,Monday,English (Rhetoric And Composition),PhD,NA,NA,NA,NA
"University Of Texas, Austin",27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Wake Forest University,27 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
University Of Texas (Austin),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Tufts University,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Boston College,27 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
Boston College,27 Feb 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
Texas Christian University (TCU),27 Feb 2012,Accepted,2012-02-27,Monday,English (Composition & Rhetoric),PhD,NA,NA,NA,NA
Stanford Univeristy,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,3.93,720,650,6
Stanford University,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,163,151,4.5
University Of Georgia (UGA),27 Feb 2012,Wait listed,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford Univeristy,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Texas--Austin,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Purdue University - West Lafayette,27 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,4,650,510,5
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,3.9,800,730,4.5
Stanford University,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,3.92,161,154,5.5
University Of Texas At Austin (UT Austin),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford University,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford Univeristy,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford Univeristy,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford University,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),27 Feb 2012,Accepted,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Texas (Austin),27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
Stanford,27 Feb 2012,Rejected,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
